IndicatorCode,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45
YEAR,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
LAO,37.0,35.0,43.0,38.0,27.0,29.0,15.0,12.0,11.0,8.0,5.0,8.0,8.0,1.765,1.295,5.739,2.2,1.317,2.624,3.918,0.432,0.43,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,13.241,12.408,15.085,12.937,9.47,13.123,10.055,7.95,5.91,3.098,1.46,2.489,3.089,70.0,67.0,94.0,93.0,54.0,95.0,77.0,58.0,43.0,0.0,23.0,19.0,24.0,10.533,9.897,13.635,13.6724,7.99,13.852,10.904,8.09,5.91,0.0,3.06,2.489,3.089,16.0,28.0,33.0,20.0,18.0,18.0,18.0,16.0,6.0,4.0,2.0,3.0,6.0,2.49409,4.3113,5.01795,3.00121,2.66337,2.62461,2.54903,2.23,0.82,0.539,0.27,0.393,0.772,4.0,3.0,13.0,5.0,3.0,6.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,143.0,150.0,125.0,93.0,101.0,86.0,93.0,88.0,84.0,104.0,88.0,64.0,90.0,71.0,57.0,43.0,23.0,11.0,19.0,24.0
LBN,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,,0.0,0.513,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,4.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.215,,0.604,0.68367,0.832,0.822,0.146,0.146,0.147,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2034,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,3.0,0.0,3.0,1.0,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBR,,,170.0,,,65.0,73.0,51.0,,175.0,,18.0,21.0,,,26.342,,,1.526,7.002,13.916,,63.382,,3.945,0.451,,0.0,0.0,0.0,,,,0.0,0.0,,,80.739,,,32.122,33.617,20.051,,68.741,,10.151,11.224,,,525.0,,,152.0,211.0,109.0,,302.0,,54.0,63.0,,,119.403,,,32.122,43.785,22.077,,58.151,,9.966,11.224,,,5.0,,0.0,11.0,26.0,23.0,,7.0,,15.0,18.0,,,1.13876,,0.0,2.32464,5.39534,4.66,,1.348,,2.768,3.207,,,49.0,,,3.0,14.0,28.0,,135.0,,11.0,1.0,,,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,267.0,285.0,319.0,777.0,415.0,482.0,662.0,,,355.0,,,152.0,162.0,99.0,,357.0,,55.0,63.0
LBY,3.0,,1.0,1.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,3.0,0.65,,1.119,1.274,0.154,0.157,0.749,0.295,0.291,0.148,,0.145,0.542,4.0,,6.0,9.0,,1.0,,2.0,2.0,1.0,,1.0,1.0,0.65,,0.959,1.43348,,0.157,,0.295,0.291,0.148,,0.145,0.135,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.135,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,6.0,8.0,5.0,5.0,7.0,3.0,4.0,,7.0,8.0,1.0,1.0,5.0,2.0,2.0,1.0,,1.0,4.0
LCA,4.0,0.0,,1.0,,3.0,1.0,3.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,60.855,30.82,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.644,10.973,0.0,48.649,,22.366,43.983,32.824,27.229,50.097,61.16,83.217,5.563,12.0,4.0,,10.0,,0.0,6.0,7.0,5.0,7.0,8.0,15.0,2.0,66.345,21.945,0.0,54.05435,,0.0,32.987,38.294,27.229,38.964,44.48,83.217,11.127,0.0,1.0,,1.0,,0.0,1.0,3.0,2.0,2.0,5.0,8.0,0.0,0.0,5.69307,,5.64312,,0.0,5.49786,16.41,10.892,11.133,27.8,44.383,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,12.0,5.0,8.0,4.0,7.0,5.0,2.0,,9.0,,4.0,8.0,6.0,5.0,9.0,11.0,15.0,1.0
LKA,947.0,812.0,859.0,987.0,708.0,745.0,700.0,680.0,480.0,370.0,544.0,597.0,495.0,31.563,35.628,41.346,43.272,30.684,37.87,33.842,34.453,25.632,21.564,31.11,26.93,18.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.848,93.545,100.579,95.438,,89.908,80.221,77.754,56.601,47.076,64.17,69.427,55.489,1625.0,1608.0,1631.0,2098.0,1970.0,1533.0,1469.0,1270.0,1030.0,1044.0,1454.0,1580.0,1311.0,77.021,75.588,76.052,101.27922,,73.43,69.199,59.558,48.101,47.948,66.6,72.167,56.744,148.0,133.0,147.0,198.0,138.0,137.0,110.0,91.0,81.0,71.0,100.0,92.0,93.0,7.24618,6.4792,7.12776,9.55873,6.6351,6.56228,5.18165,4.27,3.78,3.261,4.58,4.202,4.025,163.0,182.0,213.0,223.0,158.0,195.0,174.0,176.0,130.0,109.0,155.0,180.0,94.0,1.0,5.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1924.0,1993.0,,1979.0,1875.0,2027.0,2178.0,2191.0,1990.0,2157.0,1977.0,1832.0,1877.0,1703.0,1658.0,1212.0,1025.0,1401.0,1520.0,1282.0
LSO,,,1.0,2.0,2.0,,2.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,,,0.0,0.0,0.0,,,0.954,0.937,0.908,,0.949,0.941,0.0,,0.0,0.0,0.428,,,3.0,2.0,2.0,,0.0,,,,0.0,0.0,1.0,,,1.43,0.93676,0.908,,0.0,,,,0.0,0.0,0.428,,,0.0,2.0,0.0,,1.0,,,,0.0,0.0,0.0,,,0.0,0.91969,0.0,,0.47431,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,7.0,3.0,4.0,7.0,5.0,7.0,6.0,,,2.0,2.0,2.0,,2.0,2.0,0.0,,0.0,0.0,1.0
LTU,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0
LUX,,,,,0.0,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,0.0,,,,,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,,0.0,,,0.0,,,0.0,,0.0,,,,,0.0,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,,,,0.0,,,,,,0.0,,0.0,0.0,,,0.0,,0.0
LVA,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0
MAR,14.0,9.0,9.0,9.0,10.0,4.0,6.0,2.0,5.0,3.0,4.0,3.0,8.0,0.107,0.102,0.21,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.0,0.0,,0.0,2.0,0.0,,2.0,1.168,1.151,0.746,0.785,0.709,0.364,0.611,0.411,0.19,0.378,0.37,0.211,0.473,37.0,37.0,30.0,34.0,36.0,17.0,,23.0,23.0,19.0,21.0,31.0,28.0,1.138,1.121,0.896,0.98902,1.021,0.476,,0.631,0.623,0.512,0.56,0.819,0.735,8.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,2.0,0.24,0.0,0.05828,0.0,0.0,0.0,0.11102,0.03,0.03,0.0,0.05,0.026,0.053,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,62.0,38.0,53.0,41.0,40.0,51.0,38.0,38.0,25.0,27.0,25.0,13.0,22.0,15.0,7.0,14.0,14.0,8.0,18.0
MCO,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDA,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
MDG,307.0,379.0,395.0,381.0,356.0,323.0,312.0,228.0,333.0,248.0,258.0,385.0,368.0,12.955,12.309,14.929,14.963,13.23,12.409,12.267,8.818,8.744,6.583,7.26,7.539,8.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,66.117,68.441,68.598,61.357,71.502,55.923,54.222,47.573,48.608,44.613,48.97,54.706,53.59,1629.0,1628.0,1817.0,1724.0,2097.0,2000.0,1986.0,1917.0,1810.0,1898.0,2111.0,1853.0,1816.0,73.069,71.015,77.083,71.13564,84.235,78.214,75.622,71.081,65.364,65.639,71.29,61.103,56.812,285.0,281.0,265.0,276.0,337.0,346.0,274.0,255.0,285.0,221.0,281.0,310.0,350.0,12.75363,12.23806,11.23367,11.38892,13.5371,13.53101,10.4332,9.46,10.29,7.643,9.49,10.222,10.949,124.0,134.0,148.0,151.0,136.0,130.0,131.0,96.0,97.0,75.0,84.0,113.0,102.0,,,3.0,1.0,0.0,0.0,5.0,0.0,4.0,8.0,4.0,2709.0,1536.0,1521.0,1763.0,1572.0,1520.0,1577.0,1474.0,1569.0,1617.0,1487.0,1780.0,1430.0,1424.0,1283.0,1346.0,1290.0,1450.0,1659.0,1713.0
MDV,3.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.484,0.0,9.39,0.0,8.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,20.683,8.695,25.599,8.25,14.027,13.751,9.695,9.417,1.85,5.753,11.455,0.0,1.895,7.0,0.0,9.0,3.0,6.0,5.0,14.0,12.0,7.0,4.0,7.0,0.0,1.0,20.683,0.0,25.599,8.24953,14.027,11.459,27.147,22.601,12.95,7.671,13.364,0.0,1.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,,6.0,11.0,7.0,14.0,7.0,3.0,9.0,3.0,6.0,6.0,5.0,5.0,1.0,3.0,6.0,0.0,1.0
MEX,83.0,63.0,84.0,69.0,60.0,69.0,51.0,74.0,50.0,72.0,55.0,51.0,45.0,0.178,0.03,0.208,0.09,0.09,0.06,0.03,0.239,0.06,0.095,0.1,0.072,0.031,0.0,,,1.0,0.0,0.0,1.0,7.0,2.0,1.787,1.406,1.68,1.362,1.192,1.146,1.078,1.427,0.822,1.05,1.04,0.942,0.772,491.0,451.0,454.0,401.0,462.0,377.0,400.0,357.0,344.0,335.0,300.0,59.0,273.0,4.063,3.687,3.667,3.15705,3.622,2.919,3.17,2.798,2.668,2.644,2.35,0.459,2.086,15.0,9.0,11.0,9.0,8.0,10.0,12.0,16.0,7.0,6.0,6.0,11.0,5.0,0.12414,0.07345,0.08855,0.07149,0.06273,0.07742,0.09509,0.13,0.05,0.047,0.05,0.086,0.038,6.0,1.0,7.0,3.0,3.0,2.0,1.0,8.0,2.0,3.0,3.0,3.0,1.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,289.0,243.0,243.0,143.0,114.0,211.0,215.0,216.0,172.0,208.0,173.0,152.0,148.0,136.0,182.0,106.0,133.0,132.0,121.0,101.0
MHL,38.0,21.0,28.0,17.0,37.0,18.0,26.0,17.0,12.0,9.0,10.0,10.0,11.0,2415.247,1326.988,1052.439,1052.439,686.373,1026.19,823.648,274.549,324.4,859.968,518.75,349.487,154.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2606.842,1766.952,1534.963,1056.76,1507.567,912.959,1010.049,527.292,523.7,927.467,577.35,642.918,612.549,140.0,73.0,91.0,55.0,64.0,61.0,64.0,37.0,36.0,49.0,29.0,32.0,20.0,2663.927,1386.963,1724.465,1037.88947,1206.054,1050.764,1095.647,629.348,608.17,1165.279,697.64,761.977,532.652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.98902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,29.0,23.0,23.0,15.0,23.0,18.0,6.0,7.0,12.0,7.0,6.0,2.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,64.0,46.0,44.0,110.0,116.0,137.0,93.0,81.0,56.0,80.0,53.0,59.0,31.0,31.0,39.0,24.0,27.0,23.0
MKD,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,
MLI,63.0,48.0,42.0,57.0,33.0,40.0,35.0,57.0,48.0,,5.0,13.0,15.0,1.046,0.968,1.108,0.598,0.349,1.019,0.331,1.613,0.42,0.096,0.09,0.074,0.177,,0.0,0.0,,0.0,,0.0,0.0,0.0,15.35,11.502,16.425,12.614,8.002,9.384,8.492,9.258,6.864,4.611,3.5,3.95,3.799,336.0,276.0,228.0,245.0,,195.0,230.0,222.0,144.0,,129.0,130.0,158.0,22.621,18.037,14.459,13.9207,,10.517,12.056,11.293,7.111,,5.71,5.581,6.455,10.0,14.0,13.0,7.0,6.0,2.0,3.0,9.0,9.0,,1.0,0.0,7.0,0.62474,0.84963,0.76638,0.40073,0.33343,0.10786,0.15725,0.46,0.44,,0.04,0.0,0.286,8.0,9.0,9.0,5.0,3.0,9.0,3.0,15.0,4.0,1.0,1.0,1.0,2.0,,,0.0,0.0,1.0,3.0,0.0,,0.0,0.0,0.0,537.0,509.0,455.0,,346.0,363.0,226.0,228.0,176.0,259.0,222.0,144.0,174.0,162.0,182.0,139.0,101.0,79.0,92.0,93.0
MLT,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,,2.271,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,1.0,1.0,,0.0,,,,,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0
MMR,965.0,997.0,964.0,781.0,801.0,699.0,742.0,859.0,476.0,172.0,381.0,412.0,402.0,10.326,9.568,8.025,6.877,6.061,5.516,7.087,7.497,3.389,0.598,1.87,2.131,2.794,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,57.067,55.39,53.557,47.702,49.333,42.701,41.223,46.035,34.498,11.06,22.78,24.515,21.468,2680.0,2721.0,2687.0,2403.0,2526.0,2216.0,2117.0,2287.0,1768.0,828.0,1224.0,1391.0,1172.0,50.76,51.09,50.02,44.58491,47.764,41.521,39.417,42.316,32.494,15.391,22.59,25.486,21.505,503.0,423.0,415.0,350.0,358.0,283.0,263.0,298.0,179.0,34.0,167.0,207.0,144.0,9.86536,8.22186,7.99242,6.67892,6.76938,5.30254,4.89682,5.51,3.29,0.632,3.08,3.793,2.642,155.0,134.0,119.0,101.0,88.0,79.0,100.0,105.0,47.0,8.0,25.0,38.0,37.0,18.0,9.0,7.0,5.0,12.0,7.0,0.0,0.0,3.0,8.0,5.0,3571.0,3721.0,3637.0,3365.0,3147.0,2936.0,3082.0,3013.0,2950.0,2877.0,2571.0,2609.0,2279.0,2214.0,2488.0,1877.0,595.0,1234.0,1338.0,1170.0
MNE,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,,,0.0,,0.0
MNG,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,318.0,,,565.0,542.0,1059.0,1043.0,954.0,895.0,1412.0,1197.0,1268.0,1285.0,8.971,,,9.491,9.418,16.443,19.874,15.661,15.394,15.77,15.4,15.745,14.477,,,0.0,0.0,0.0,0.0,0.0,,0.0,30.075,,,47.716,44.711,64.917,82.113,73.108,66.069,82.27,79.1,81.186,82.67,1042.0,,,1382.0,1375.0,2412.0,3376.0,3119.0,,4111.0,2750.0,2465.0,1140.0,41.344,,,49.3962,47.694,81.297,114.456,102.713,,128.16,83.41,72.72,32.918,142.0,,,243.0,276.0,293.0,432.0,435.0,399.0,669.0,411.0,370.0,412.0,5.53033,,,8.67526,9.57354,9.87568,14.64605,14.33,12.77,20.856,12.47,10.915,11.897,102.0,,,116.0,118.0,211.0,261.0,211.0,212.0,221.0,221.0,289.0,223.0,,,16.0,28.0,20.0,13.0,51.0,33.0,12.0,14.0,17.0,5371.0,3637.0,2510.0,1313.0,1191.0,1207.0,1097.0,758.0,,,1335.0,1289.0,1926.0,2422.0,2220.0,2065.0,2639.0,2608.0,2752.0,2863.0
MRT,,,,4.0,,0.0,12.0,6.0,,0.0,7.0,6.0,5.0,,,,0.0,,0.585,0.572,,0.0,1.032,0.0,0.0,0.906,,0.0,0.0,,,0.0,0.0,,0.0,,,,4.425,,6.335,6.813,2.431,0.0,3.467,3.59,3.496,1.354,,,,18.0,,13.0,30.0,20.0,,7.0,17.0,17.0,8.0,,,,4.42525,,2.941,6.813,4.419,,1.517,3.59,3.496,1.548,,,,,,1.0,7.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.22623,1.58971,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,1.0,1.0,,0.0,2.0,0.0,0.0,2.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,115.0,,,,34.0,,,,,,18.0,,28.0,30.0,11.0,0.0,16.0,17.0,17.0,7.0
MUS,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,1.0,,1.0,,0.0,,,,,,0.0,0.789,,1.57,,0.77,,0.787,,,,,,0.0,3.0,,5.0,,1.0,,2.0,,,,,,0.0,2.367,,3.93,,0.77,,1.573,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,,,,,,3.0,,,,,,,0.0,1.0,,2.0,,1.0,,1.0
