IndicatorCode,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,ORALHEALTH_SUGAR_AVAILABILITY,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val_average,R_Ad_val_average,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise_average,R_Sp_excise_average,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001546,SA_0000001546_ARCHIVED,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,TAXBEV_EXCISE,TAXBEV_EXCISE,TAXBEV_SUGARCONTENT,TAXBEV_SUGARCONTENT,TAXBEV_VATSALES,TAXBEV_VATSALES,WHS6_101,WHS6_116
SDN,66.17405701,66.66666412,65.79949188,66.06427002,60.7492981,58.25021362,59.0795517,61.12584686,65.5871582,55.22544479,64.43519592,69.23600769,69.45655823,78.45028687,71.0333786,83.78509521,75.34825134,76.59540558,70.31276703,70.89068604,58.92655563,63.90995026,46.64408875,62.9457283,9.26066404,10.12248258,10.99318679,14.92064681,17.8020019,21.59620948,32.68670985,49.99492997,54.33421262,44.18279768,47.42687428,55.64635213,52.37563633,76.4836553,63.06697113,78.50375936,67.35858465,51.89703807,23.82454265,22.53903443,13.50515118,13.86296988,12.01150416,13.27089935,77.28767,64.62,64.62,64.22,64.22,63.37,63.89,62.16,31.08,,,0.68,0.68,0.68,0.68,0.69,0.69,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.62,64.62,64.22,64.22,63.37,63.89,62.16,62.16,,,,,,,,,,,,,,,,,,769600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7,
SEAR,57.3269968,57.42570901,56.43713439,55.88500976,54.60643366,54.63249567,49.8135181,50.78563796,49.61321894,49.2201874,50.22478167,50.03550752,50.05769391,49.44844558,48.11699316,47.884998,48.48172378,46.12639438,45.07551871,45.76861286,43.85899602,44.01329533,45.27467505,46.77676291,28.30972469,29.16206076,32.23630893,28.74076555,35.29404551,37.87639382,41.09083721,43.37193545,55.78022743,51.65849527,54.64738226,59.67887362,62.81383202,63.63698666,60.78872025,61.06936201,67.37719094,65.61676771,56.92506841,56.24764636,56.78863256,69.05924625,66.50761198,69.45423381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,60.73315811,57.94953156,61.09531784,61.12947845,62.23669815,49.98661041,47.81413651,55.56475449,53.96376038,56.59709549,58.8386116,60.41401291,62.08417892,63.88252258,57.02098846,57.3674736,57.55511856,57.38745499,54.35772324,57.19351578,49.76930237,54.41805649,57.16866684,52.76499176,13.00643376,13.59434411,16.16717199,21.48391821,26.10460045,17.99821159,18.30379295,22.560321,26.47133037,28.45387018,30.23601503,34.99853072,35.14870162,38.65901297,35.01433853,30.59008449,31.02251821,32.41924069,34.99261125,36.79642283,37.40920306,38.70300991,37.46512255,40.87647486,44.46575,11.69,0.0,0.0,20.0,22.5,22.99,22.99,33.38,13.8,22.6,0.12,0.0,0.0,0.2,0.23,0.23,0.23,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,11.69,15.0,15.0,20.0,22.5,22.99,22.99,33.38,,,,,,,,2882538585.0,2657121601.0,,,,,,,,,,,,326199821.0,438707225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.575000000000001,8.674166666666666,10.6,10.6,15.25,15.25,,
SGP,63.667099,72.11494446,68.67195129,62.92527008,67.53620911,67.01379395,66.07958984,66.50854492,62.69373322,65.07030487,64.07090759,62.83528137,60.65283966,58.26009369,54.96000671,52.9217186,52.61769867,51.63362885,49.87996292,48.16136551,40.08229828,39.1465683,39.88484955,41.53943253,506.8098442,497.6027373,514.65812429,535.56299807,586.50936094,608.73721802,654.0154055,742.88668234,806.81404933,862.90830663,967.89864782,1068.30563801,1123.91176904,1225.19242117,1227.44907057,1233.28550444,1320.66309648,1380.50877902,1359.73115149,1408.35731134,1419.46026621,1585.75330919,1556.36429536,1629.01137045,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.69,60.69,59.16,59.69,59.69,60.57,60.57,49.05,63.8,67.3,0.61,0.61,0.59,0.6,0.6,0.61,0.61,60.69,60.69,59.16,59.69,59.69,60.57,60.57,59.72,,,,,,,,,,,,,,,,,,,,,1475571307.0,1356363849.0,,,,,,,,,,,,,,,1.4,1.3,1.3,1.3,1.1,1.0,1.1,1.0,1.0,0.9,0.9,1.0,,,,,,,,,,,,,,,,1.4,1.3,1.3,1.3,1.1,1.0,1.1,1.0,1.0,0.9,0.9,1.0,,,,,,,,,,,,,,,,202.2,203.68,218.07,247.38,270.31,304.33,297.4,335.4,404.58,407.68,411.19,488.93,471.77,,,,,,,,,,,,,,,,202.2,203.68,218.07,247.38,270.31,304.33,297.4,335.4,404.58,407.68,411.19,488.93,471.77,,,,,,,,,,,,,,,,,,,,,,,,0.0,,4.59,,8.26,,
SLB,5.42487144,4.65783978,2.6009016,2.94728947,2.67706347,2.19403791,2.68407702,2.95649838,3.74781203,2.76386547,4.15662384,3.28857732,3.07970595,3.23704934,2.9522438,3.14938712,3.04628754,3.21247244,3.67604327,3.64501882,3.47787809,3.693084,3.78009057,3.21610165,2.49806398,2.80683957,1.99052271,1.57799947,1.73321764,1.95380343,2.35583157,2.63508022,2.83644177,2.59514834,3.08369442,3.14143129,3.10618767,3.20500908,3.12539728,2.86905077,2.8738238,2.86877884,3.23658556,3.59682121,3.51278234,3.64888573,3.65710091,3.58155806,28.9863,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,20.0,19.15,19.8,25.04,,34.18,,,,,0.2,0.19,0.2,0.25,,,,20.0,19.15,19.8,25.04,,34.18,,,,,,,,,,,,,,,,,94731276.0,109120994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,,10.6,,14.09,,
SLE,86.37667847,78.36341858,73.54903412,79.35348511,73.39940643,70.88145447,67.61971283,72.74729156,72.14109802,65.84088898,56.63553238,60.68446732,68.20275116,63.25536728,40.41848373,40.99353027,50.44924545,56.18978882,61.85616684,54.20046234,53.46459198,51.69986725,55.23907471,54.77732086,15.26133497,15.14014167,16.39684095,17.28356194,16.90739024,18.46414696,20.03807075,23.21196572,26.86124117,25.87520722,21.43388198,30.11989671,35.45957695,53.72766959,58.0433779,48.64302051,42.48995522,26.62124533,27.72847003,26.09004208,25.60214149,23.2134958,22.82409542,19.58949255,20.87671,0.0,0.0,0.0,0.0,0.0,4.73,4.29,,,6.5,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,4.29,,,,,,,,,26276612.04,32198298.26,,,,,,,,,,,,31850438.84,39028240.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0583333333333336,3.8816666666666664,4.06,10.67,13.04,13.04,,
SLV,48.69787216,49.32576752,48.73353195,49.47272491,48.53206635,51.80730057,45.06820679,48.34637451,48.59399796,45.82936478,44.86097717,45.15691376,46.24709702,44.36243439,43.36610031,43.47545242,42.77147293,45.47774887,45.22979355,46.47054291,34.96681595,35.70769119,36.52519989,38.5678215,75.73785922,80.05797051,81.29320722,84.89031236,90.18909565,116.65667427,104.43840596,116.02978832,123.1635058,117.8699998,121.43605777,133.50299114,139.2209321,143.85862522,136.70369462,144.32425901,145.41391899,153.99102123,157.48478139,176.83615284,125.10707578,167.87623121,182.70023728,193.10714421,113.12329,22.83,17.61,18.35,18.52,18.52,20.46,20.85,21.18,,,0.23,0.18,0.18,0.19,0.19,0.2,0.21,7.14,25.71,23.08,22.5,22.5,15.57,14.2,13.01,,,0.07,0.26,0.23,0.23,0.23,0.16,0.14,29.97,43.33,41.43,41.02,41.02,36.03,35.04,34.19,,,,,,,,5159068.45,9021388.81,,,,,,,,,,,,25433100.0,26833900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,23.0,22.0,19.0,14.0,22.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.586666666666666,6.1191666666666675,10.45,10.45,11.5,11.5,78.6,16.4
SMR,25.60515785,24.3990593,25.19379997,23.76211166,22.97556686,21.86989784,21.09648705,20.02647209,19.69917107,19.14743805,13.73352432,11.24539948,11.33550167,10.94138241,11.97679996,13.60218239,12.36561584,12.38629913,11.11235237,11.22083473,10.25550842,11.85579205,11.43565464,13.09178448,557.22151446,537.28617306,567.67137322,595.64088563,679.81936922,668.26367711,683.99934109,761.90836913,862.47868821,812.33074354,523.7806382,511.70510117,488.57145814,450.07011707,493.44738769,480.16334688,447.78773827,454.86244735,441.08976899,426.52756826,385.46451733,478.15627908,443.12996374,513.65924595,,,74.17,74.17,74.17,74.17,,,74.17,,,,0.74,0.74,0.74,0.74,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,74.17,74.17,74.17,74.17,,,74.17,,,,,,,,,,,,,13950000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,,,,,,,,,,,,,,39.04826355,40.43331528,38.31249237,45.9354744,40.52144241,44.11383057,45.94006348,48.06180954,42.37747955,41.59582901,31.42815781,,,,,,,,,,,,,,5.03007789,5.31719178,5.40824426,5.4048552,5.47749989,5.63859671,5.967956,6.15149172,6.36458738,6.78712867,7.03068516,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,757815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,34.58568192,33.16671371,27.8267746,28.94111633,31.00798607,33.76430511,36.80170059,38.40030289,37.92166138,38.04426193,38.09905243,38.06594086,37.13339615,39.46340179,41.18287659,41.90866089,41.98694992,42.32918549,39.94755936,39.9985199,38.27737427,34.57963562,32.73646927,34.45454025,19.54849041,37.21223523,48.20974029,66.59028596,85.10298547,103.84116607,136.72054569,210.13692743,254.79070952,218.85425083,207.76701121,235.58790029,207.91191247,247.64587558,250.74550212,205.87702812,204.23688527,218.35316927,246.51096236,256.48525768,256.46083823,307.44666363,276.15744036,338.92716042,67.58904,33.0,35.0,34.0,33.0,33.0,33.0,33.0,6.6,34.0,33.0,0.33,0.35,0.34,0.33,0.33,0.33,0.33,12.11,23.03,30.0,28.25,28.05,27.68,26.88,11.72,26.2,24.2,0.12,0.23,0.3,0.28,0.28,0.28,0.27,45.11,58.03,64.0,61.25,61.05,60.68,59.88,58.39,,,,,,,,,,,,,,,,,,,99473000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.0,,,,,,,,,,,651.0,,,,,4.555,,10.9,,16.67,,
SSD,,,,,,,,,,,,,,,,,,23.44076538,31.67310715,51.51002121,48.25819778,38.94423294,39.92018127,33.38531113,,,,,,,,,,,,,,,,,,6.57675449,9.85771154,18.12133666,22.87560665,13.5479339,19.1750733,24.28976181,,,,,,60.53,,36.85,36.85,,,,,,,0.61,,0.34,,,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,,,,,60.53,,36.85,36.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9400000000000001,0.095,10.61,10.61,15.25,15.25,,
STP,45.94043732,45.70970917,44.16355515,33.85868073,37.35564423,35.46697235,43.53013611,38.90760803,34.64960861,31.67339897,28.96104813,27.12779236,20.56771088,16.6826725,17.01255417,17.24084282,15.80024433,16.06634903,18.45555305,18.9268055,13.68980312,13.43612194,17.61430931,19.11398315,22.80293954,21.55099385,22.35180935,24.11074757,26.54339371,28.41994037,24.90099561,23.23418891,22.3795991,20.5577836,17.65126584,18.84290798,17.7479591,20.78524216,20.19557026,14.7199351,17.33783208,18.81010863,20.09372037,20.22685731,21.88232352,25.13431705,24.48888735,32.69478836,36.87671,18.33,18.33,18.33,18.33,18.33,14.98,12.49,11.68,,,0.18,0.18,0.18,0.18,0.18,0.15,0.12,0.0,0.0,0.0,0.0,0.0,20.0,16.67,14.29,,,0.0,0.0,0.0,0.0,0.0,0.2,0.17,18.33,18.33,18.33,18.33,18.33,34.98,29.15,25.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.59,2.973333333333333,,3.21,0.0,13.04,22.2,13.8
SUR,37.20859909,51.21930695,47.95869064,49.9732666,48.4398613,50.58599091,45.37405014,48.45525742,52.5855484,50.80316544,51.2166481,55.20983124,57.25984955,57.1770668,57.81380844,45.21304321,36.71162415,41.18689728,30.85645676,26.71492386,31.98939323,32.1197052,28.58201218,32.8322258,62.1014607,46.98747402,75.8764643,83.39871425,102.9386697,122.25832022,142.33069293,149.81185964,175.76597714,193.07242974,204.66024429,207.22986267,232.50664389,248.43625748,254.93150487,231.4511813,124.176411,132.62352163,135.86779359,157.30768243,131.11410462,86.84456425,98.5353529,97.52678206,112.71233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,40.83,51.4,48.4,55.98,39.39,21.88,35.190000000000005,,,0.48,0.41,0.51,0.48,0.56,0.39,0.22,48.4,40.83,51.4,48.4,55.98,39.39,21.88,40.06,,,,,,,,15320719.1,26220027.88,,,,,,,,,,,,67624696.13,99132444.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.248333333333333,9.85,11.14,10.4,8.76,5.94,,
SVK,12.51064491,11.8662262,12.06176758,13.00038528,21.28446388,24.86552811,30.33089828,31.2801342,25.27591705,28.36062813,29.00242996,27.89174652,28.87723541,26.68608093,20.66541862,21.25921249,20.03421021,20.95383072,20.78489113,21.18437576,19.72864151,20.26540184,20.12103653,21.05461121,25.46176683,25.1812401,30.6510956,44.78286215,108.87639468,149.51535145,221.11065693,321.96709304,316.37614935,374.3904956,376.03468164,377.22162129,381.01154049,365.72593267,266.45357425,235.73975864,235.53044943,249.16150232,270.18728749,284.30761112,274.94314594,341.37384366,330.46629774,381.81827983,60.13699,24.0,24.0,23.0,23.0,23.0,23.0,23.0,4.6,23.0,23.0,0.24,0.24,0.23,0.23,0.23,0.23,0.23,44.65,43.32,42.38,41.87,38.39,37.45,36.63,11.768,43.3,44.9,0.45,0.43,0.42,0.42,0.38,0.37,0.37,68.65,67.32,65.38,64.87,61.39,60.45,59.63,60.02,,,,,,,,,,,,,,,,,,,725345000.0,765622000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.24,261.18,323.05,412.12,356.8,314.81,383.97,321.65,339.82,354.57,294.45,300.69,,,,,,,,,,,,,,,,,215.24,261.18,323.05,410.53,356.8,314.81,383.97,321.4,260.81,260.05,,,,,474.29999999999995,474.65,7.260000000000001,275.3825,275.2025,361.19666666666666,271.795,3.59,3.59,3.59,3.59,319.26666666666665,319.7333333333333,9.9,365.98,365.74,540.0,361.19666666666666,,5.890000000000001,8.441666666666666,11.2,11.2,16.67,16.67,,
SVN,28.6090374,29.43887329,27.57075882,28.03180122,28.01093102,27.77846146,28.25761604,29.76076126,27.83929634,27.98457909,27.63506889,27.73423004,29.14876747,29.69633102,29.47566986,28.64555168,27.66334915,28.20180893,27.59111214,27.62950706,27.20191193,26.53460693,26.37975502,26.79811287,227.91305712,243.23156509,260.50823313,337.24039616,383.37049097,402.56213286,435.63724526,534.49011035,606.74426195,594.68821475,557.43982372,595.677444,575.64558418,610.3728639,607.90176724,508.70510872,508.63316824,542.89461502,598.61097529,613.1265648,657.52694479,737.54688621,722.23795283,814.06356564,77.64384,43.21,44.03,39.06,23.01,21.18,22.61,21.88,10.09,39.1,23.0,0.43,0.44,0.39,0.23,0.21,0.23,0.22,15.0,15.17,23.55,39.37,39.33,38.55,38.76,23.245,22.7,38.3,0.15,0.15,0.24,0.39,0.39,0.39,0.39,58.21,59.2,62.61,62.38,60.51,61.16,60.64,60.96,,,,,,,,,,,,,,,,,,,,,,421810093.0,470647268.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.33,85.87,100.52,122.62,121.12,109.64,133.58,117.19,125.9,139.69,120.91,121.31,,,,,,,,,,,,,,,,,75.33,85.87,100.52,122.62,121.12,109.64,133.58,117.1,96.73,102.29,,,,,356.025,472.65,13.200000000000001,800.0,613.2,800.0,663.025,1320.0,1320.0,1320.0,1320.0,243.1,326.53333333333336,9.9,600.0,417.59999999999997,600.0,444.0333333333333,,6.195,5.93,11.3,11.2,14.913333333333334,14.913333333333334,,
SWE,14.46247482,18.16521835,17.70201302,17.0921154,17.55636215,17.93084335,17.85845375,17.77558517,17.65226555,17.65195847,17.64809418,15.48548603,15.76745701,15.97366905,15.99128628,16.19231224,15.91881466,15.45848656,15.51881504,15.12376022,13.94166279,14.22798634,14.13506508,13.91832066,314.2976297,391.39386609,434.88549862,531.13555949,612.48142256,635.96882579,670.70553329,763.55957604,813.75512275,726.98113329,774.94844707,985.43663551,990.32643321,1072.82592993,1060.58002974,910.98730996,910.47025831,907.64855935,937.66779712,860.24628109,840.7565113,980.90608419,851.26911274,863.8030485,92.35616,39.2,39.2,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.39,0.39,0.01,0.01,0.01,0.01,0.01,12.65,12.4,52.83,47.84,47.5,47.38,47.06,29.422000000000004,52.8,47.8,0.13,0.12,0.53,0.48,0.48,0.47,0.47,51.85,51.6,53.83,48.84,48.5,48.38,48.06,47.86,,,,,,,,,,,,,,,,,,,,,,11710000000.0,12780000000.0,,,,,,,1.8,,,,,,,1.7,1.5,1.4,1.3,1.4,1.4,1.8,1.6,1.4,1.6,1.6,1.7,1.6,,,,,,,,1.8,,,,,,,1.7,1.5,1.4,1.3,1.4,1.4,1.8,1.6,1.4,1.6,1.6,1.7,1.6,,,,,,,,,,,,1217.76,1229.95,1214.51,,,1303.37,1453.13,1542.3,1916.59,1571.35,1662.68,1864.5,1812.88,1794.82,1706.19,1663.09,,,,,,,,,,,,,1217.76,1229.95,1214.51,,,1303.37,1453.13,1652.13,1899.45,1598.43,1562.68,1938.29,1769.65,1806.43,1806.43,1806.43,,,,2655.5249999999996,2533.9750000000004,1449.005,3728.1299999999997,2824.3775,5917.67,2886.9624999999996,5624.86,5624.86,5385.07,5378.07,1822.3999999999999,1738.2666666666667,1929.4000000000003,2855.0,1941.0400000000002,,1974.33,,17.551666666666666,17.186666666666667,10.6,10.6,16.903333333333332,16.903333333333332,,
